* 05149	VOP.	VOPADEVA'S Grammatik, nach BÖHTLINGK'S A
VOP. 26,21. 2
VOP. 7,13. 2
VOP. 7,24. 2
VOP. 9,54. fgg. 2
VOP. 9,53. 2
VOP. 5,6. 2
VOP. 24,12. 2
VOP. 5,11. 2
VOP. 23,31. 2
VOP. 6,1. 2
VOP. 5,5. 2
VOP. 26,60. 2
VOP. 3,149. 2
VOP. 3,149. 2
VOP. 2,49. fg. 2
VOP. 26,151. 2
VOP. 26,132 2
VOP. 23,18 2
VOP. 26,12. 2
VOP. 26,207 2
VOP. 24,7. 2
VOP. 20,8. 2
VOP. 18,3. 2
VOP. 7,91. 2
VOP. 26,57. 2
VOP. 25,1. 2
VOP. 4,27. 2
VOP. 4,27. 2
VOP. 5,7. 2
VOP. 26,36. 2
VOP. 25,1. 2
VOP. 26,83. fg. 2
VOP. 26,83. fg. 2
VOP. 26,83. fg. 2
VOP. 4,23. 2
VOP. 26,3. 2
VOP. 26,142. 2
VOP. 26,3. 2
VOP. 4,7. 2
VOP. 4,15. 2
VOP. 4,7. 2
VOP. 2,45. 2
VOP. 2,45. 2
VOP. 8,132. 2
VOP. 26,12. 2
VOP. 4,26. 2
VOP. 7,11. 2
VOP. 4,12. 2
VOP. 7,14. 2
VOP. 26,36. 2
VOP. 26,1. 2
VOP. 6,9. 2
VOP. 26,146. 2
VOP. 26,6. 2
VOP. 18,3. 2
VOP. 26,151. 2
VOP. 2,45. 2
VOP. 26,156. 2
VOP. 26,147. 2
VOP. 26,159. 2
VOP. 26,101. 2
VOP. 24,8. 2
VOP. 6,2. 2
VOP. 20,22. 2
VOP. 26,192. 2
VOP. 26,152. 2
VOP. 26,20. 2
VOP. 9,31. 2
VOP. 10,3. 2
VOP. 5,20. 2
VOP. 18,19. 2
VOP. 18,18. 2
VOP. 18,18. 2
VOP. 5,20. 2
VOP. 26,163. 2
VOP. 26,163. 2
VOP. 26,192. 2
VOP. 26,130. 2
VOP. 23,49. 2
VOP. 22,2 2
VOP. 5,5 2
VOP. 26,61. 2
VOP. 9,23. 2
VOP. 5,7. 2
VOP. 7,81. fgg. 2
VOP. 8,56. 2
VOP. 25,1. 2
VOP. 8,17 2
VOP. 19,5. 2
VOP. 19,14. 2
VOP. 20,17. 2
VOP. 21,10. 2
VOP. 8,22. 2
VOP. 8,33. 2
VOP. 8,22. 2
VOP. 3,50. 2
VOP. 6,12. 2
VOP. 7,66. 2
VOP. 26,183. 2
VOP. 6,84. fg. 2
VOP. 7,62 2
VOP. 8,54. 2
VOP. 7,62 2
VOP. 7,62 2
VOP. 26,69. 2
VOP. 7,68. 2
VOP. 26,32. 2
VOP. 3,103. 2
VOP. 4,12. 2
VOP. 26,143. 2
VOP. 7,14 2
VOP. 3,136. 2
VOP. 8,132. 2
VOP. 7,59. 2
VOP. 21,8. 2
VOP. 21,8. 2
VOP. 3,9. 2
VOP. 5,10. 2
VOP. 5,9. 2
VOP. 5,28. 2
VOP. 7,19. 2
VOP. 26,10. 2
VOP. 26,10. 2
VOP. 5,6. 2
VOP. 3,149. 2
VOP. 5,20. 2
VOP. 20,7. 2
VOP. 19,8. 2
VOP. 3,77. fg. 2
VOP. 8,52. 2
VOP. 18,3. 2
VOP. 26,142. 2
VOP. 3,65. 2
VOP. 8,67. 2
VOP. 8,127. 2
VOP. 18,3. 2
VOP. 18,3. 2
VOP. 3,80. fgg. 2
VOP. 8,67. 2
VOP. 8,127. 2
VOP. 4,15. 2
VOP. 26,165. 2
VOP. 7,54. 2
VOP. 4,12. 2
VOP. 8,40. 2
VOP. 5,6. 2
VOP. 3,119. fgg. 2
VOP. 5,2. 2
VOP. 5,20 2
VOP. 5,20. 2
VOP. 26,166. 2
VOP. 26,15. 2
VOP. 6,61. 2
VOP. 26,58. 2
VOP. 26,58. 2
VOP. 7,91. 2
VOP. 7,32. fg. 2
VOP. 26,29. 2
VOP. 15,5. 2
VOP. 7,111. 2
VOP. 5,19. 2
VOP. 25,12. 2
VOP. 5,19. 2
VOP. 15,5. 2
VOP. 6,72. 2
VOP. 8,21. 2
VOP. 6,62. 2
VOP. 4,25. 2
VOP. 4,26. 2
VOP. 7,84. 2
VOP. 2,13. 2
VOP. 6,13. 2
VOP. 5,6. 2
VOP. 23,10 2
VOP. 6,27. 2
VOP. 26,52. 2
VOP. 26,186. 2
VOP. 7,72. 2
VOP. 26,171. 2
VOP. 13,7. 2
VOP. 13,7. 2
VOP. 13,7. 2
VOP. 13,7. 2
VOP. 7,32. fg. 2
VOP. 20,22 2
VOP. 21,17. 2
VOP. 21,17. 2
VOP. 26,204. 2
VOP. 26,204. 2
VOP. 26,205. 2
VOP. 26,104. 2
VOP. 25,11. fgg. 2
VOP. 26,104. 2
VOP. 22,1. 2
VOP. 26,199. 2
VOP. 26,199. 2
VOP. 26,48. 2
VOP. 6,10. 2
VOP. 6,10. 2
VOP. 6,10. 2
VOP. 6,45. 2
VOP. 6,69. 2
VOP. 25,17. 2
VOP. 6,44. 2
VOP. 6,37. 2
VOP. 6,10. 2
VOP. 6,10. 2
VOP. 21,13. 2
VOP. 6,41. 2
VOP. 25,27. 2
VOP. 25,27. 2
VOP. 25,27. 2
VOP. 25,26. 2
VOP. 26,216. 2
VOP. 26,216. 2
VOP. 6,72. 2
VOP. 6,72. 2
VOP. 7,32. fg. 2
VOP. 6,72. 2
VOP. 6,72. 2
VOP. 7,19. 2
VOP. 3,65. 2
VOP. 6,5. 2
VOP. 4,24. 2
VOP. 4,24. 2
VOP. 4,24. 2
VOP. 7,92. 2
VOP. 7,83. 2
VOP. 7,15. 2
VOP. 7,7. 2
VOP. 26,171. 2
VOP. 26,55. 2
VOP. 7,32. fg. 2
VOP. 6,14. 2
VOP. 7,22. 2
VOP. 7,22. 2
VOP. 7,29. 2
VOP. 18,22. 2
VOP. 26,19. 2
VOP. 23,22. 2
VOP. 3,39 2
VOP. 7,39. 2
VOP. 12,1. 2
VOP. 26,212. 2
VOP. 26,212. 2
VOP. 26,119. 2
VOP. 26,55. 2
VOP. 26,69. 2
VOP. 26,72. 2
VOP. 23,54. 2
VOP. 26,109. 2
VOP. 8,80. 2
VOP. 26,135. 2
VOP. 18,3. 2
VOP. 4,17. 2
VOP. 6,16. 2
VOP. 11,4. 2
VOP. 13,1. 2
VOP. 19,13. 2
VOP. 19,13. 2
VOP. 26,20. 2
VOP. 26,53. 2
VOP. 6,14. 2
VOP. 26,76. 2
VOP. 5,26. 2
VOP. 2,1. 2
VOP. 5,6 2
VOP. 5,6. 2
VOP. 19,16. 2
VOP. 6,33. 2
VOP. 26,54. 2
VOP. 26,54. 2
VOP. 6,33. 2
VOP. 23,58. 2
VOP. 3,101. 2
VOP. 26,75. 2
VOP. 26,88. fg. 2
VOP. 26,88. fg. 2
VOP. 4,17. 2
VOP. 7,15. 2
VOP. 1,4 2
VOP. 4,15. 2
VOP. 4,15. 2
VOP. 6,30. 2
VOP. 26,19. 2
VOP. 4,23. 2
VOP. 4,23. 2
VOP. 4,16. 2
VOP. 7,59. 2
VOP. 26,22. 2
VOP. 26,57. 2
VOP. 26,151. 2
VOP. 26,7. 2
VOP. 4,1. 2
VOP. 7,29. 2
VOP. 7,32. fg. 2
VOP. 23,11. 2
VOP. 18,2. 2
VOP. 7,59. 2
VOP. 26,184. 2
VOP. 26,144. 2
VOP. 26,111. 2
VOP. 8,52. 2
VOP. 6,73 2
VOP. 25,32. 2
VOP. 2,19. 2
VOP. 23,14. 2
VOP. 2,19. 2
VOP. 4,21. 2
VOP. 23,16. 2
VOP. 23,25. 2
VOP. 6,71. 2
VOP. 21,11. 2
VOP. 4,6. 2
VOP. 8,133 2
VOP. 23,58 2
VOP. 7,25. 2
VOP. 26,180. 2
VOP. 23,51. 2
VOP. 7,15. 2
VOP. 26,12. 2
VOP. 5,6. 2
VOP. 7,85. 2
VOP. 7,96. 2
VOP. 7,96. 2
VOP. 5,20. 2
VOP. 7,94. 2
VOP. 3,54. 2
VOP. 26,180. 2
VOP. 26,12. 2
VOP. 25,14. 2
VOP. 6,61. 2
VOP. 24,13. 2
VOP. 25,14. 2
VOP. 6,62. 2
VOP. 7,101 2
VOP. 25,13. 2
VOP. 25,15. 2
VOP. 25,13. 2
VOP. 8,70. 2
VOP. 23,19. 2
VOP. 23,17. 2
VOP. 23,17. 2
VOP. 23,19. 2
VOP. 23,58. 2
VOP. 23,58. 2
VOP. 23,58. 2
VOP. 26,170. 2
VOP. 26,15. 2
VOP. 7,101. 2
VOP. 3,58. fg. 2
VOP. 4,26. 2
VOP. 4,26. 2
VOP. 7,56. 2
VOP. 7,56. 2
VOP. 26,47. 2
VOP. 7,28. 2
VOP. 23,58. 2
VOP. 7,14. 2
VOP. 26,130. 2
VOP. 26,200. 2
VOP. 2,11. 2
VOP. 5,6 2
VOP. 24,13. 2
VOP. 26,180. 2
VOP. 23,58. 2
VOP. 5,5. 2
VOP. 26,11. 2
VOP. 3,65. 2
VOP. 7,90. 2
VOP. 21,5. 2
VOP. 26,170. 2
VOP. 26,153. 2
VOP. 26,156. 2
VOP. 7,69. 2
VOP. 6,61. 2
VOP. 7,42. 2
VOP. 7,94. 2
VOP. 25,3. 2
VOP. 26,7 2
VOP. 7,15. 2
VOP. 8,60. 2
VOP. 9,11. 2
VOP. 19,8. 2
VOP. 6,53. 2
VOP. 6,61. 2
VOP. 26,20. 2
VOP. 3,143. 2
VOP. 23,51. 2
VOP. 23,51. 2
VOP. 23,51. 2
VOP. 23,51.) 6,5,11,1. 2
VOP. 8,56. 2
VOP. 3,133. fg. 2
VOP. 22,2. 2
VOP. 3,117. 2
VOP. 4,27. 2
VOP. 26,185. 2
VOP. 3,39. 2
VOP. 5,7. 2
VOP. 26,68. 2
VOP. 2,25. 2
VOP. 3,9 2
VOP. 6,61. 2
VOP. 8,97. 2
VOP. 25,17. 2
VOP. 26,68. 2
VOP. 7,19. 2
VOP. 7,22. 2
VOP. 7,22. 2
VOP. 8,73. 2
VOP. 3,136. 2
VOP. 26,180. 2
VOP. 8,133. 2
VOP. 24,9. 2
VOP. 8,133. 2
VOP. 26,38. 2
VOP. 5,32. 2
VOP. 26,38. 2
VOP. 26,68. 2
VOP. 7,32. 2
VOP. 7,33. 2
VOP. 7,84. 2
VOP. 26,48. 2
VOP. 4,29. 2
VOP. 6,55. 2
VOP. 7,35. 2
VOP. 24,60 2
VOP. 7,32. fg. 2
VOP. 7,32. fg. 2
VOP. 11,4. 2
VOP. 18,3. 2
VOP. 26,43. 2
VOP. 11,4. 2
VOP. 18,1. 2
VOP. 5,21. 2
VOP. 7,113. 2
VOP. 8,71. 2
VOP. 7,98. 2
VOP. 5,30. 2
VOP. 18,23. 2
VOP. 18,22. 2
VOP. 2,31. 2
VOP. 22,1. 2
VOP. 22,1. 2
VOP. 22,1. 2
VOP. 2,19. 2
VOP. 22,1. 2
VOP. 22,1. 2
VOP. 25,27. 2
VOP. 5,20. 2
VOP. 5,7. 2
VOP. 8,133. 2
VOP. 26,130. 2
VOP. 4,30 2
VOP. 26,12. 2
VOP. 6,14. 2
VOP. 5,10. 2
VOP. 7,84. 2
VOP. 25,5. 2
VOP. 8,127. 2
VOP. 6,37. 2
VOP. 7,19. 2
VOP. 7,7. 2
VOP. 6,73. 2
VOP. 6,78. 2
VOP. 7,85. 2
VOP. 26,11. 2
VOP. 4,17. 2
VOP. 21,3. 2
VOP. 4,12. 2
VOP. 7,19. 2
VOP. 26,31. 2
VOP. 26,31. 2
VOP. 26,31. 2
VOP. 26,31. 2
VOP. 26,190. 2
VOP. 5,15. 2
VOP. 8,52. 2
VOP. 26,191. 2
VOP. 26,12. 2
VOP. 7,22. 2
VOP. 18,8. 2
VOP. 26,190. 2
VOP. 26,206. 2
VOP. 26,111. 2
VOP. 13,4. 2
VOP. 8,79. 2
VOP. 9,53. 2
VOP. 9,53. 2
VOP. 9,53. 2
VOP. 8,118. 2
VOP. 5,15 2
VOP. 23,58. 2
VOP. 5,15. 2
VOP. 26,20. 2
VOP. 26,88. fg. 2
VOP. 26,192. 2
VOP. 9,26. 2
VOP. 19,16. 2
VOP. 5,34. 2
VOP. 4,23. 2
VOP. 14,1. 2
VOP. 24,11. 2
VOP. 5,6. 2
VOP. 8,79. 2
VOP. 26,113. 2
VOP. 5,18. 2
VOP. 7,14. 2
VOP. 18,13. 2
VOP. 26,129. 2
VOP. 5,21. 2
VOP. 25,5. 2
VOP. 7,50 2
VOP. 7,49. 2
VOP. 21,17. 2
VOP. 22,2. 2
VOP. 7,67. 2
VOP. 6,11. 2
VOP. 26,191. 2
VOP. 26,69. 2
VOP. 2,51. 2
VOP. 3,70. 2
VOP. 26,8. 2
VOP. 26,142. 2
VOP. 21,12. 2
VOP. 7,32. fg. 2
VOP. 26,29. 2
VOP. 26,69. 2
VOP. 4,27. 2
VOP. 3,45. 2
VOP. 4,30. 2
VOP. 3,80. 2
VOP. 7,28. 2
VOP. 25,10. 2
VOP. 26,111. 2
VOP. 7,61. 2
VOP. 7,53. 2
VOP. 7,14. 2
VOP. 18,3. 2
VOP. 24,7. 2
VOP. 18,1. 2
VOP. 24,7. 2
VOP. 24,7. 2
VOP. 26,171. 2
VOP. 5,1. 2
VOP. 26,55. 2
VOP. 26,41. 2
VOP. 26,29. 2
VOP. 26,169. 2
VOP. 2,13. 2
VOP. 26,12. 2
VOP. 24,7. 2
VOP. 26,146. 2
VOP. 26,207. 2
VOP. 19,16. 2
VOP. 1,12 2
VOP. 23,12. 2
VOP. 25,6. 2
VOP. 26,35. 2
VOP. 8,130. 2
VOP. 3,98. 2
VOP. 23,53. 2
VOP. 26,205. 2
VOP. 18,3. 2
VOP. 26,147. 2
VOP. 18,3. 2
VOP. 26,102 2
VOP. 26,102. 2
VOP. 25,25. 2
VOP. 25,25. 2
VOP. 26,88. fg. 2
VOP. 23,55. fg. 2
VOP. 26,184. 2
VOP. 11,3. 2
VOP. 3,61. 2
VOP. 26,191. 2
VOP. 26,29. 2
VOP. 3,143. 2
VOP. 5,15. 2
VOP. 2,5 2
VOP. 7,32. fg. 2
VOP. 26,29. 2
VOP. 26,29. 2
VOP. 21,9. 2
VOP. 4,27. 2
VOP. 21,9. 2
VOP. 6,45. 2
VOP. 21,9. 2
VOP. 20,4. 2
VOP. 3,171. 2
VOP. 26,8. 2
VOP. 7,14. 2
VOP. 8,91. 2
VOP. 9,56. 2
VOP. 8,58 2
VOP. 1,18. 2
VOP. 26,205. 2
VOP. 23,52. 2
VOP. 23,52. 2
VOP. 26,8. 2
VOP. 18,3. 2
VOP. 7,14. 2
VOP. 2,9. 2
VOP. 2,9. 2
VOP. 8,141. 2
VOP. 26,204. 2
VOP. 23,39. 2
VOP. 23,39. 2
VOP. 23,58. 2
VOP. 8,141. 2
VOP. 23,40. 2
VOP. 23,58. 2
VOP. 5,5. 2
VOP. 23,39. 2
VOP. 23,42. 2
VOP. 23,41. 2
VOP. 23,41. 2
VOP. 26,30. 2
VOP. 26,30. 2
VOP. 26,171. 2
VOP. 26,7. 2
VOP. 9,7. 2
VOP. 18,23. 2
VOP. 26,194. 2
VOP. 26,162. 2
VOP. 6,1. 2
VOP. 8,134. 2
VOP. 8,134. 2
VOP. 7,91. 2
VOP. 26,103. fg. 2
VOP. 26,171. 2
VOP. 8,89. 2
VOP. 8,57. 2
VOP. 16,5. 2
VOP. 12,3. 2
VOP. 26,89. 2
VOP. 8,60. 2
VOP. 5,20. 2
VOP. 26,33. 2
VOP. 21,13. 2
VOP. 4,23. 2
VOP. 2,25. fg. 2
VOP. 26,20. 2
VOP. 6,22. 2
VOP. 1,1. 2
VOP. 21,17. 2
VOP. 8,121. 2
VOP. 18,4. 2
VOP. 7,75. 2
VOP. 5,24. 2
VOP. 3,80. 2
VOP. 26,142. 2
VOP. 26,142. 2
VOP. 7,10. 2
VOP. 26,16. 2
VOP. 26,16. 2
VOP. 5,23. 2
VOP. 3,59. 2
VOP. 7,56 2
VOP. 7,56 2
VOP. 26,146. 2
VOP. 26,19 2
VOP. 33,97 2
VOP. 9,6. 2
VOP. 9,6. 2
VOP. 20,13. 2
VOP. 26,57. 2
VOP. 5,16. 2
VOP. 9,39. 2
VOP. 8,141. 2
VOP. 26,102. 2
VOP. 5,3. 2
VOP. 5,2. 2
VOP. 5,2. 2
VOP. 5,2. 2
VOP. 5,2. 2
VOP. 2,9. 2
VOP. 26,192. 2
VOP. 7,14. 2
VOP. 26,60. 2
VOP. 4,21. 2
VOP. 8,134. 2
VOP. 8,134. 2
VOP. 8,134. 2
VOP. 5,6. 2
VOP. 5,5. 2
VOP. 5,5. 2
VOP. 23,55 2
VOP. 22,1. 2
VOP. 3,102. fg. 2
VOP. 4,9. 2
VOP. 26,25. 2
VOP. 26,169, v. l. 2
VOP. 26,16. 2
VOP. 3,143. 2
VOP. 26,217. 2
VOP. 18,6. 2
VOP. 26,217. 2
VOP. 6,7. 2
VOP. 26,10. 2
VOP. 2,37. 2
VOP. 7,34. 2
VOP. 6,8. 2
VOP. 7,72. 2
VOP. 5,4. 2
VOP. 26,71. 2
VOP. 26,60. 2
VOP. 4,2. 2
VOP. 7,34. 2
VOP. 7,34. 2
VOP. 7,15. 2
VOP. 4,15. 2
VOP. 26,10. 2
VOP. 7,15. 2
VOP. 6,16. 2
VOP. 26,131 2
VOP. 7,32. fg. 2
VOP. 26,55. 2
VOP. 3,56. fg. 2
VOP. 26,30 2
VOP. 26,48. 2
VOP. 7,32. fg. 2
VOP. 7,35. 2
VOP. 26,12. 2
VOP. 26,170. 2
VOP. 6,13. 2
VOP. 4,30. 2
VOP. 7,49. 2
VOP. 7,70. 2
VOP. 26,69. 2
VOP. 26,182. 2
VOP. 26,33. 2
VOP. 5,6 2
VOP. 7,21. 2
VOP. 26,153. 2
VOP. 23,6. 2
VOP. 23,6. 2
VOP. 1,8. 2
VOP. 7,40. 2
VOP. 7,95. 2
VOP. 7,40. 2
VOP. 7,19. 2
VOP. 4,17. 2
VOP. 5,2. 2
VOP. 15,4. 2
VOP. 26,16. 2
VOP. 23,28. 2
VOP. 26,29. 2
VOP. 6,29. 2
VOP. 8,119. 2
VOP. 8,103. 2
VOP. 13,8. 2
VOP. 10,9. 2
VOP. 24,13. 2
VOP. 21,17. 2
VOP. 26,101. 2
VOP. 7,74. 2
VOP. 26,101. 2
VOP. 9,17. 2
VOP. 26,139. 2
VOP. 9,21. 2
VOP. 9,20. 2
VOP. 9,18.fg. 2
VOP. 9,21. 2
VOP. 24,8. 2
VOP. 26,131. 2
VOP. 19,16. 2
VOP. 23,14. 2
VOP. 9,42. 2
VOP. 26,134. 2
VOP. 26,98. 2
VOP. 26,88.fg. 2
VOP. 6,62. 2
VOP. 7,14. 2
VOP. 26,192. 2
VOP. 8,127 2
VOP. 16,5 2
VOP. 26,152. 2
VOP. 26,186. 2
VOP. 7,74. 2
VOP. 7,28. 2
VOP. 7,28. 2
VOP. 26,139. 2
VOP. 4,12. 2
VOP. 7,49. 2
VOP. 2,5. 2
VOP. 5,30. 2
VOP. 26,55. 2
VOP. 26,20. 2
VOP. 26,35. 2
VOP. 26,160. 2
VOP. 6,62. 2
VOP. 26,20. 2
VOP. 26,168 2
VOP. 3,134. 2
VOP. 23,41. 2
VOP. 5,20. 2
VOP. 18,15. 2
VOP. 23,8. 2
VOP. 3,151. 2
VOP. 26,134. 2
VOP. 5,21. 2
VOP. 23,1. 2
VOP. 4,16. 2
VOP. 5,2. 2
VOP. 5,2. 2
VOP. 3,149. 2
VOP. 6,62. 2
VOP. 21,17. 2
VOP. 5,9. 2
VOP. 3,145. 2
VOP. 26,101. 2
VOP. 26,180. 2
VOP. 26,170. 2
VOP. 26,170. 2
VOP. 3,9. 2
VOP. 5,10. 2
VOP. 3,42. 2
VOP. 26,60. 2
VOP. 3,135. 2
VOP. 3,102. 2
VOP. 3,135. 2
VOP. 25,32. 2
VOP. 8,126. 2
VOP. 6,69. 2
VOP. 7,72. 2
VOP. 2,1. 2
VOP. 21,6. 2
VOP. 26,79. 2
VOP. 26,61. 2
VOP. 26,61. 2
VOP. 26,61. 2
VOP. 18,17. 2
VOP. 8,59. 2
VOP. 26,82. 2
VOP. 26,111. 2
VOP. 23,30. 2
VOP. 26,17.fg. 2
VOP. 6,41. 2
VOP. 26,17.fg. 2
VOP. 7,32.fg. 2
VOP. 5,6. 2
VOP. 7,56. 2
VOP. 5,27. 2
VOP. 21,5. 2
VOP. 4,25. 2
VOP. 26,19. 2
VOP. 5,5. 2
VOP. 21,10. 2
VOP. 26,194 2
VOP. 26,35. 2
VOP. 21,16. 2
VOP. 26,178. 2
VOP. 9,45. fg. 2
VOP. 18,2. 2
VOP. 21,8. 2
VOP. 21,8. 2
VOP. 26,129. 2
VOP. 7,32.fg. 2
VOP. 26,220. 2
VOP. 7,15. 2
VOP. 6,14. 2
VOP. 21,10. 2
VOP. 7,19. 2
VOP. 4,15. 2
VOP. 4,40. 2
VOP. 3,132. 2
VOP. 26,25. 2
VOP. 23,41. 2
VOP. 7,3. 2
VOP. 13,5 2
VOP. 8,124 2
VOP. 13,5. 2
VOP. 13,6 2
VOP. 7,3. 2
VOP. 8,123 2
VOP. 8,124. 2
VOP. 18,22. 2
VOP. 26,192. 2
VOP. 11,3. 2
VOP. 23,28. 2
VOP. 7,4 2
VOP. 3,30. 2
VOP. 3,9. 2
VOP. 4,24, v. l. 2
VOP. 7,3. 2
VOP. 3,42. 2
VOP. 8,138. 2
VOP. 18,6. 2
VOP. 20,12. 2
VOP. 6,31. 2
VOP. 6,42. 2
VOP. 26,37. 2
VOP. 7,3 2
VOP. 26,177. 2
VOP. 26,220. 2
VOP. 5,19. 2
VOP. 26,486. 2
VOP. 13,1. 2
VOP. 13,1. 2
VOP. 26,219. 2
VOP. 26,97. 2
VOP. 3,77.fg. 2
VOP. 18,8. 2
VOP. 7,31. 2
VOP. 7,31. 2
VOP. 7,31. 2
VOP. 26,19. 2
VOP. 26,110. 2
VOP. 2,13. 2
VOP. 26,48. 2
VOP. 26,110. 2
VOP. 4,27. 2
VOP. 26,12. 2
VOP. 25,23. 2
VOP. 3,43. 2
VOP. 4,20. 2
VOP. 18,14. 2
VOP. 4,15. 2
VOP. 26,149. 2
VOP. 26,60. 2
VOP. 8,127. 2
VOP. 18,14. 2
VOP. 7,31. 2
VOP. 7,31. 2
VOP. 7,31. 2
VOP. 23,7 2
VOP. 5,15 2
VOP. 20,8. 2
VOP. 23,7. 2
VOP. 5,30. 2
VOP. 21,10. 2
VOP. 1,13. 2
VOP. 21,10. 2
VOP. 5,5. 2
VOP. 26,208. 2
VOP. 24,6. 2
VOP. 18,24. 2
VOP. 24,5. 2
VOP. 26,114 2
VOP. 18,24 2
VOP. 5,17 2
VOP. 25,19. 2
VOP. 26,170. 2
VOP. 6,7. 2
VOP. 7,77. 2
VOP. 7,31. 2
VOP. 26,168. 2
VOP. 26,171. 2
VOP. 9,40. 2
VOP. 26,148. 2
VOP. 26,186. 2
VOP. 16,5. 2
VOP. 6,62. 2
VOP. 26,162. 2
VOP. 26,61. 2
VOP. 26,61. 2
VOP. 3,143. 2
VOP. 4,23. 2
VOP. 8,118. 2
VOP. 21,8. 2
VOP. 21,8. 2
VOP. 26,111. 2
VOP. 16,19. 2
VOP. 26,12. 2
VOP. 11,3. 2
VOP. 26,120. 2
VOP. 18,6. 2
VOP. 26,121. 2
VOP. 7,79. 2
VOP. 7,79. 2
VOP. 7,15. 2
VOP. 7,23. 2
VOP. 8,126. 2
VOP. 26,146. 2
VOP. 5,26. 2
VOP. 23,49. 2
VOP. 4,12. 2
VOP. 7,15. 2
VOP. 7,16. fg. 2
VOP. 5,6. 2
VOP. 26,20, v. l. 2
VOP. 7,30. 2
VOP. 21,6. 2
VOP. 8,37. 2
VOP. 26,17. fg. 2
VOP. 9,36. 2
VOP. 8,70. 2
VOP. 9,41. fg. 2
VOP. 8,60. 2
VOP. 26,204. 2
VOP. 22,2. 2
VOP. 20,16. 2
VOP. 5,2 2
VOP. 5,2. 2
VOP. 26,129. 2
VOP. 26,90. fg. 2
VOP. 26,91. 2
VOP. 4,15. 2
VOP. 26,90. fg. 2
VOP. 26,131 2
VOP. 8,79. fg. 2
VOP. 7,77. 2
VOP. 3,59. 2
VOP. 26,54. 2
VOP. 26,54. 2
VOP. 13,4. 2
VOP. 20,1 2
VOP. 3,143. 2
VOP. 5,15. 2
VOP. 4,8. 2
VOP. 25,23. 2
VOP. 22,2 2
VOP. 26,99. 2
VOP. 26,107. 2
VOP. 7,90. 2
VOP. 7,32. fg. 2
VOP. 26,111. 2
VOP. 26,33. 2
VOP. 4,17 2
VOP. 4,17. 2
VOP. 26,90. fg. 2
VOP. 26,93. 2
VOP. 26,93. 2
VOP. 26,92. 2
VOP. 26,91. 2
VOP. 18,3. 2
VOP. 26,206. 2
VOP. 24,12. 2
VOP. 26,193. 2
VOP. 25,11. 2
VOP. 26,194. 2
VOP. 26,41. 2
VOP. 26,164. 2
VOP. 24,45. 2
VOP. 26,88. fg. 2
VOP. 21,16 2
VOP. 7,57. 2
VOP. 24,12. 2
VOP. 26,89. 2
VOP. 19,8. 2
VOP. 6,50. 2
VOP. 6,50. 2
VOP. 26,52. 2
VOP. 26,71. 2
VOP. 3,143. 2
VOP. 3,143. 2
VOP. 25,21. 2
VOP. 3,90. 2
VOP. 7,27. 2
VOP. 6,7. 2
VOP. 8,94. 2
VOP. 5,5. 2
VOP. 23,57. 2
VOP. 19,15. 2
VOP. 5,15. 2
VOP. 23,57. 2
VOP. 5,15 2
VOP. 23,57. 2
VOP. 23,14 2
VOP. 23,14. 2
VOP. 26,183. 2
VOP. 7,57. 2
VOP. 7,57. 2
VOP. 5,34. 2
VOP. 5,15. 2
VOP. 5,15. 2
VOP. 26,129. 2
VOP. 11,3. 2
VOP. 6,42. 2
VOP. 3,117. 2
VOP. 7,4. 2
VOP. 4,12. 2
VOP. 6,80. 2
VOP. 9,27. 2
VOP. 9,27. 2
VOP. 26,103. fg. 2
VOP. 26,103. fg. 2
VOP. 7,4. 2
VOP. 8,142. 2
VOP. 26,37. 2
VOP. 4,27 2
VOP. 21,15. 2
VOP. 4,12. 2
VOP. 6,80. 2
VOP. 7,76. 2
VOP. 7,45. 2
VOP. 2,27. 2
VOP. 2,27. 2
VOP. 7,38 2
VOP. 7,38. 2
VOP. 7,41. 2
VOP. 6,14. 2
VOP. 7,45. 2
VOP. 8,72. 2
VOP. 26,172. 2
VOP. 26,172. 2
VOP. 2,55. 2
VOP. 2,55. 2
VOP. 6,17. 2
VOP. 7,97. fg. 2
VOP. 6,61. 2
VOP. 26,78 2
VOP. 5,4. 2
VOP. 7,39. 2
VOP. 21,17. 2
VOP. 21,17. 2
VOP. 26,11. 2
VOP. 8,128. 2
VOP. 17,1. 2
VOP. 26,36. 2
VOP. 26,36. 2
VOP. 6,72. 2
VOP. 4,30. 2
VOP. 4,6. 2
VOP. 6,72. 2
VOP. 6,97. 2
VOP. 3,95. 2
VOP. 6,18. 2
VOP. 3,50. fgg. 2
VOP. 4,26. 2
VOP. 6,97. 2
VOP. 6,98. 2
VOP. 6,5. 2
VOP. 8,40. 2
VOP. 8,1. 2
VOP. 23,11. 2
VOP. 26,78. 2
VOP. 26,16. 2
VOP. 7,42. 2
VOP. 6,61. 2
VOP. 6,13. 2
VOP. 6,97. 2
VOP. 6,98. 2
VOP. 25,28. 2
VOP. 6,97. 2
VOP. 26,11. 2
VOP. 21,17. 2
VOP. 8,102. 2
VOP. 8,102. 2
VOP. 26,193. 2
VOP. 8,33. 2
VOP. 6,72. 2
VOP. 26,44. 2
VOP. 6,97. 2
VOP. 6,61. 2
VOP. 4,15. 2
VOP. 7,90. 2
VOP. 21,16. 2
VOP. 8,70. 2
VOP. 8,126 2
VOP. 8,126. 2
